"alpha","t","p","Weight","phi_org","months","stocks"
0.000228153088356404,0.507690939872428,0.612213237357545,"VW",0.2,210,5351
0.00119691144618948,4.17573584734012,4.38347708425799e-05,"EW",0.2,210,5351
0.000332405527843215,0.734524113981137,0.463464652145466,"VW",0.3,210,5351
0.00121163521445514,3.89622617737772,0.000132072187565972,"EW",0.3,210,5351
0.000366038289968251,0.723496187257918,0.470195826110149,"VW",0.4,210,5351
0.00128972491479181,3.74036413354501,0.000238171025431543,"EW",0.4,210,5351
