"Stkcd","Date","Month","BM_Raw_lag","BM_Adj_lag","Delta_BM_lag","K_to_ME_lag","BM_Raw_june","BM_Adj_june","Delta_BM_june","K_to_ME_june","same_BM_Raw","same_BM_Adj","same_Delta_BM","same_K_to_ME","diff_BM_Raw","diff_BM_Adj","diff_Delta_BM","diff_K_to_ME"
"000001",2010-02-01,2,0.243378810197259,0.243378810197259,0,0,0.242040338285735,0.242040338285735,0,0,FALSE,FALSE,TRUE,TRUE,-0.001338471911524,-0.001338471911524,0,0
"000001",2010-03-01,3,0.235248114984685,0.235248114984685,0,0,0.242040338285735,0.242040338285735,0,0,FALSE,FALSE,TRUE,TRUE,0.00679222330104925,0.00679222330104925,0,0
"000001",2010-04-01,4,0.227643111272575,0.227643111272575,0,0,0.242040338285735,0.242040338285735,0,0,FALSE,FALSE,TRUE,TRUE,0.0143972270131598,0.0143972270131598,0,0
"000001",2010-05-01,5,0.256873549677515,0.256873549677515,0,0,0.242040338285735,0.242040338285735,0,0,FALSE,FALSE,TRUE,TRUE,-0.0148332113917804,-0.0148332113917804,0,0
"000001",2010-06-01,6,0.301617371895802,0.301617371895802,0,0,0.242040338285735,0.242040338285735,0,0,FALSE,FALSE,TRUE,TRUE,-0.0595770336100673,-0.0595770336100673,0,0
"000001",2010-10-01,10,0.362121407534128,0.362121407534128,0,0,0.335443131381676,0.335443131381676,0,0,FALSE,FALSE,TRUE,TRUE,-0.0266782761524521,-0.0266782761524521,0,0
"000001",2010-11-01,11,0.319044499190458,0.319044499190458,0,0,0.335443131381676,0.335443131381676,0,0,FALSE,FALSE,TRUE,TRUE,0.0163986321912187,0.0163986321912187,0,0
"000001",2010-12-01,12,0.358365419777709,0.358365419777709,0,0,0.335443131381676,0.335443131381676,0,0,FALSE,FALSE,TRUE,TRUE,-0.0229222883960326,-0.0229222883960326,0,0
"000001",2011-01-01,1,0.371982851833585,0.371982851833585,0,0,0.335443131381676,0.335443131381676,0,0,FALSE,FALSE,TRUE,TRUE,-0.0365397204519088,-0.0365397204519088,0,0
"000001",2011-02-01,2,0.383645279544406,0.383645279544406,0,0,0.335443131381676,0.335443131381676,0,0,FALSE,FALSE,TRUE,TRUE,-0.0482021481627293,-0.0482021481627293,0,0
"000001",2011-03-01,3,0.368713699315706,0.368713699315706,0,0,0.335443131381676,0.335443131381676,0,0,FALSE,FALSE,TRUE,TRUE,-0.0332705679340297,-0.0332705679340297,0,0
"000001",2011-04-01,4,0.365274205880051,0.365274205880051,0,0,0.335443131381676,0.335443131381676,0,0,FALSE,FALSE,TRUE,TRUE,-0.0298310744983744,-0.0298310744983744,0,0
"000001",2011-05-01,5,0.322725781873231,0.322725781873231,0,0,0.335443131381676,0.335443131381676,0,0,FALSE,FALSE,TRUE,TRUE,0.0127173495084454,0.0127173495084454,0,0
"000001",2011-06-01,6,0.332593954130636,0.332593954130636,0,0,0.335443131381676,0.335443131381676,0,0,FALSE,FALSE,TRUE,TRUE,0.00284917725104056,0.00284917725104056,0,0
"000001",2011-08-01,8,0.373682434341898,0.373682434341898,0,0,0.558043198013949,0.558043198013949,0,0,FALSE,FALSE,TRUE,TRUE,0.184360763672051,0.184360763672051,0,0
"000001",2011-09-01,9,0.384549163869886,0.384549163869886,0,0,0.558043198013949,0.558043198013949,0,0,FALSE,FALSE,TRUE,TRUE,0.173494034144063,0.173494034144063,0,0
"000001",2011-10-01,10,0.403968417172429,0.403968417172429,0,0,0.558043198013949,0.558043198013949,0,0,FALSE,FALSE,TRUE,TRUE,0.15407478084152,0.15407478084152,0,0
"000001",2011-11-01,11,0.383865723423782,0.383865723423782,0,0,0.558043198013949,0.558043198013949,0,0,FALSE,FALSE,TRUE,TRUE,0.174177474590167,0.174177474590167,0,0
"000001",2011-12-01,12,0.417772624849371,0.417772624849371,0,0,0.558043198013949,0.558043198013949,0,0,FALSE,FALSE,TRUE,TRUE,0.140270573164579,0.140270573164579,0,0
"000001",2012-01-01,1,0.415628826867715,0.415628826867715,0,0,0.558043198013949,0.558043198013949,0,0,FALSE,FALSE,TRUE,TRUE,0.142414371146234,0.142414371146234,0,0
"000001",2012-02-01,2,0.389402248281722,0.389402248281722,0,0,0.558043198013949,0.558043198013949,0,0,FALSE,FALSE,TRUE,TRUE,0.168640949732227,0.168640949732227,0,0
"000001",2012-03-01,3,0.378927100087945,0.378927100087945,0,0,0.558043198013949,0.558043198013949,0,0,FALSE,FALSE,TRUE,TRUE,0.179116097926004,0.179116097926004,0,0
"000001",2012-04-01,4,0.412454068164485,0.412454068164485,0,0,0.558043198013949,0.558043198013949,0,0,FALSE,FALSE,TRUE,TRUE,0.145589129849464,0.145589129849464,0,0
"000001",2012-05-01,5,0.391283418548199,0.391283418548199,0,0,0.558043198013949,0.558043198013949,0,0,FALSE,FALSE,TRUE,TRUE,0.16675977946575,0.16675977946575,0,0
"000001",2012-06-01,6,0.412979822243404,0.412979822243404,0,0,0.558043198013949,0.558043198013949,0,0,FALSE,FALSE,TRUE,TRUE,0.145063375770545,0.145063375770545,0,0
"000001",2012-08-01,8,0.974380288364095,0.974380288364095,0,0,0.970523901935481,0.970523901935481,0,0,FALSE,FALSE,TRUE,TRUE,-0.00385638642861375,-0.00385638642861375,0,0
"000001",2012-09-01,9,1.03686697354537,1.03686697354537,0,0,0.970523901935481,0.970523901935481,0,0,FALSE,FALSE,TRUE,TRUE,-0.0663430716098872,-0.0663430716098872,0,0
"000001",2012-10-01,10,1.12057443674398,1.12057443674398,0,0,0.970523901935481,0.970523901935481,0,0,FALSE,FALSE,TRUE,TRUE,-0.1500505348085,-0.1500505348085,0,0
"000001",2012-11-01,11,1.11801993578941,1.11801993578941,0,0,0.970523901935481,0.970523901935481,0,0,FALSE,FALSE,TRUE,TRUE,-0.147496033853928,-0.147496033853928,0,0
"000001",2012-12-01,12,1.14946424648988,1.14946424648988,0,0,0.970523901935481,0.970523901935481,0,0,FALSE,FALSE,TRUE,TRUE,-0.178940344554398,-0.178940344554398,0,0
"000001",2013-01-01,1,0.918423367963043,0.918423367963043,0,0,0.970523901935481,0.970523901935481,0,0,FALSE,FALSE,TRUE,TRUE,0.052100533972438,0.052100533972438,0,0
"000001",2013-02-01,2,0.697305324818336,0.697305324818336,0,0,0.970523901935481,0.970523901935481,0,0,FALSE,FALSE,TRUE,TRUE,0.273218577117145,0.273218577117145,0,0
"000001",2013-03-01,3,0.639701841467122,0.639701841467122,0,0,0.970523901935481,0.970523901935481,0,0,FALSE,FALSE,TRUE,TRUE,0.330822060468359,0.330822060468359,0,0
"000001",2013-04-01,4,0.731269500694936,0.731269500694936,0,0,0.970523901935481,0.970523901935481,0,0,FALSE,FALSE,TRUE,TRUE,0.239254401240545,0.239254401240545,0,0
"000001",2013-05-01,5,0.786799056356721,0.786799056356721,0,0,0.970523901935481,0.970523901935481,0,0,FALSE,FALSE,TRUE,TRUE,0.18372484557876,0.18372484557876,0,0
"000001",2013-06-01,6,0.700959616686292,0.700959616686292,0,0,0.970523901935481,0.970523901935481,0,0,FALSE,FALSE,TRUE,TRUE,0.269564285249189,0.269564285249189,0,0
"000001",2013-08-01,8,1.07869068360341,1.07869068360341,0,0,1.03757709690188,1.03757709690188,0,0,FALSE,FALSE,TRUE,TRUE,-0.04111358670153,-0.04111358670153,0,0
"000001",2013-09-01,9,0.974989976963995,0.974989976963995,0,0,1.03757709690188,1.03757709690188,0,0,FALSE,FALSE,TRUE,TRUE,0.0625871199378808,0.0625871199378808,0,0
"000001",2013-10-01,10,0.870761250515709,0.870761250515709,0,0,1.03757709690188,1.03757709690188,0,0,FALSE,FALSE,TRUE,TRUE,0.166815846386167,0.166815846386167,0,0
"000001",2013-11-01,11,0.744218968087995,0.744218968087995,0,0,1.03757709690188,1.03757709690188,0,0,FALSE,FALSE,TRUE,TRUE,0.293358128813881,0.293358128813881,0,0
"000001",2013-12-01,12,0.760635562976216,0.760635562976216,0,0,1.03757709690188,1.03757709690188,0,0,FALSE,FALSE,TRUE,TRUE,0.27694153392566,0.27694153392566,0,0
"000001",2014-01-01,1,0.844460706589311,0.844460706589311,0,0,1.03757709690188,1.03757709690188,0,0,FALSE,FALSE,TRUE,TRUE,0.193116390312565,0.193116390312565,0,0
"000001",2014-02-01,2,0.781292695314291,0.781292695314291,0,0,1.03757709690188,1.03757709690188,0,0,FALSE,FALSE,TRUE,TRUE,0.256284401587585,0.256284401587585,0,0
"000001",2014-03-01,3,0.800245887405373,0.800245887405373,0,0,1.03757709690188,1.03757709690188,0,0,FALSE,FALSE,TRUE,TRUE,0.237331209496503,0.237331209496503,0,0
"000001",2014-04-01,4,0.826995053508851,0.826995053508851,0,0,1.03757709690188,1.03757709690188,0,0,FALSE,FALSE,TRUE,TRUE,0.210582043393025,0.210582043393025,0,0
"000001",2014-05-01,5,0.799527533800074,0.799527533800074,0,0,1.03757709690188,1.03757709690188,0,0,FALSE,FALSE,TRUE,TRUE,0.238049563101802,0.238049563101802,0,0
"000001",2014-06-01,6,0.774498845829531,0.774498845829531,0,0,1.03757709690188,1.03757709690188,0,0,FALSE,FALSE,TRUE,TRUE,0.263078251072345,0.263078251072345,0,0
"000001",2014-08-01,8,0.902506303212494,0.902506303212494,0,0,0.989933755345853,0.989933755345853,0,0,FALSE,FALSE,TRUE,TRUE,0.0874274521333595,0.0874274521333595,0,0
"000001",2014-09-01,9,0.957096928319713,0.957096928319713,0,0,0.989933755345853,0.989933755345853,0,0,FALSE,FALSE,TRUE,TRUE,0.03283682702614,0.03283682702614,0,0
"000001",2014-10-01,10,0.967479636643448,0.967479636643448,0,0,0.989933755345853,0.989933755345853,0,0,FALSE,FALSE,TRUE,TRUE,0.022454118702405,0.022454118702405,0,0
"000001",2014-11-01,11,0.889414643299801,0.889414643299801,0,0,0.989933755345853,0.989933755345853,0,0,FALSE,FALSE,TRUE,TRUE,0.100519112046052,0.100519112046052,0,0
"000001",2014-12-01,12,0.788604784209698,0.788604784209698,0,0,0.989933755345853,0.989933755345853,0,0,FALSE,FALSE,TRUE,TRUE,0.201328971136155,0.201328971136155,0,0
"000001",2015-01-01,1,0.619333555261163,0.619333555261163,0,0,0.989933755345853,0.989933755345853,0,0,FALSE,FALSE,TRUE,TRUE,0.37060020008469,0.37060020008469,0,0
"000001",2015-02-01,2,0.704252944416992,0.704252944416992,0,0,0.989933755345853,0.989933755345853,0,0,FALSE,FALSE,TRUE,TRUE,0.285680810928861,0.285680810928861,0,0
"000001",2015-03-01,3,0.701232560082723,0.701232560082723,0,0,0.989933755345853,0.989933755345853,0,0,FALSE,FALSE,TRUE,TRUE,0.28870119526313,0.28870119526313,0,0
"000001",2015-04-01,4,0.622872604145419,0.622872604145419,0,0,0.989933755345853,0.989933755345853,0,0,FALSE,FALSE,TRUE,TRUE,0.367061151200434,0.367061151200434,0,0
"000001",2015-05-01,5,0.489533109582895,0.489533109582895,0,0,0.989933755345853,0.989933755345853,0,0,FALSE,FALSE,TRUE,TRUE,0.500400645762958,0.500400645762958,0,0
"000001",2015-06-01,6,0.511297627817843,0.511297627817843,0,0,0.989933755345853,0.989933755345853,0,0,FALSE,FALSE,TRUE,TRUE,0.47863612752801,0.47863612752801,0,0
"000001",2015-08-01,8,0.74043043430354,0.74043043430354,0,0,0.629416792856933,0.629416792856933,0,0,FALSE,FALSE,TRUE,TRUE,-0.111013641446607,-0.111013641446607,0,0
"000001",2015-09-01,9,0.826713655647679,0.826713655647679,0,0,0.629416792856933,0.629416792856933,0,0,FALSE,FALSE,TRUE,TRUE,-0.197296862790746,-0.197296862790746,0,0
"000001",2015-10-01,10,0.872423276261005,0.872423276261005,0,0,0.629416792856933,0.629416792856933,0,0,FALSE,FALSE,TRUE,TRUE,-0.243006483404072,-0.243006483404072,0,0
"000001",2015-11-01,11,0.805609169721755,0.805609169721755,0,0,0.629416792856933,0.629416792856933,0,0,FALSE,FALSE,TRUE,TRUE,-0.176192376864821,-0.176192376864821,0,0
"000001",2015-12-01,12,0.779533234088119,0.779533234088119,0,0,0.629416792856933,0.629416792856933,0,0,FALSE,FALSE,TRUE,TRUE,-0.150116441231186,-0.150116441231186,0,0
"000001",2016-01-01,1,0.763279413503949,0.763279413503949,0,0,0.629416792856933,0.629416792856933,0,0,FALSE,FALSE,TRUE,TRUE,-0.133862620647016,-0.133862620647016,0,0
"000001",2016-02-01,2,0.915172016809318,0.915172016809318,0,0,0.629416792856933,0.629416792856933,0,0,FALSE,FALSE,TRUE,TRUE,-0.285755223952385,-0.285755223952385,0,0
"000001",2016-03-01,3,0.95729290460414,0.95729290460414,0,0,0.629416792856933,0.629416792856933,0,0,FALSE,FALSE,TRUE,TRUE,-0.327876111747207,-0.327876111747207,0,0
"000001",2016-04-01,4,0.860124075942732,0.860124075942732,0,0,0.629416792856933,0.629416792856933,0,0,FALSE,FALSE,TRUE,TRUE,-0.230707283085799,-0.230707283085799,0,0
"000001",2016-05-01,5,0.865820261877634,0.865820261877634,0,0,0.629416792856933,0.629416792856933,0,0,FALSE,FALSE,TRUE,TRUE,-0.236403469020701,-0.236403469020701,0,0
"000001",2016-06-01,6,0.867461627287011,0.867461627287011,0,0,0.629416792856933,0.629416792856933,0,0,FALSE,FALSE,TRUE,TRUE,-0.238044834430078,-0.238044834430078,0,0
"000001",2016-08-01,8,1.02236035302777,1.02236035302777,0,0,1.08111669520536,1.08111669520536,0,0,FALSE,FALSE,TRUE,TRUE,0.0587563421775921,0.0587563421775921,0,0
"000001",2016-09-01,9,0.991118571993151,0.991118571993151,0,0,1.08111669520536,1.08111669520536,0,0,FALSE,FALSE,TRUE,TRUE,0.089998123212212,0.089998123212212,0,0
"000001",2016-10-01,10,1.03701380904071,1.03701380904071,0,0,1.08111669520536,1.08111669520536,0,0,FALSE,FALSE,TRUE,TRUE,0.0441028861646509,0.0441028861646509,0,0
