"term","estimate","se","t","p","lag_used"
"(Intercept)",0.0012317477647793,0.000591373661259263,2.08285868220176,0.0384985111825488,3
"RiskPremium",-0.00618157389319026,0.0138064252267395,-0.447731675047797,0.654817333669923,3
"SMB",0.0123728731018592,0.0139924702915893,0.884252233095419,0.377590935768017,3
"HML_Std",-0.0240182204703131,0.022500966696853,-1.06743060393367,0.287026767649375,3
