"term","estimate","se","t","p","lag_used"
"(Intercept)",0.000697821998622631,0.000390697940888088,1.7860908021077,0.0755553791678753,3
"RiskPremium",-0.0140173192450273,0.00700941253818356,-1.99978517010782,0.0468370902173524,3
"SMB",0.0442765800098298,0.00912602239047442,4.85168435002361,2.41254884174193e-06,3
"HML_Std",-0.010371266421886,0.0115131033924327,-0.900822833633441,0.368734453676088,3
