"term","estimate","se","t","p","lag_used"
"(Intercept)",0.001587668203579,0.000371260084490484,4.27643118639569,2.89379587011798e-05,8
"HML_Raw",0.971374216778637,0.00603899303635296,160.850362126807,3.35160870279428e-220,8
