"term","estimate","se","t","p","lag_used"
"(Intercept)",0.000569045906742567,0.000384444356525922,1.48017755257177,0.140338927432627,2
"HML_Raw",0.982737406558059,0.00717053661607206,137.052142562852,7.13966521143659e-206,2
