"term","estimate","se","t","p","lag_used"
"(Intercept)",0.000522394667230312,0.000573900152816355,0.910253577502487,0.363752624139667,0
"RiskPremium",-0.0116861366905268,0.00645654719140554,-1.80996689779988,0.071758276379534,0
"SMB",-0.00131654231761265,0.0143091727161299,-0.0920068786456526,0.926781985039838,0
"HML_Std",-0.0122583027900509,0.0220739065149233,-0.555330012916543,0.579271499808622,0
