"n","share_lag_equals_june_ref","share_ref_equal","share_june_ref_missing","share_lag_ref_missing","mean_abs_ref_diff"
639434,0.087917192274715,0.087917192274715,0.0168852453888908,9.53968666039028e-05,2836701.41344523
