"term","estimate","se","t","p","lag_used"
"(Intercept)",0.000332405527843215,0.000452545425692793,0.734524113981137,0.463464652145466,0
"RiskPremium",-0.0136994707542418,0.00896891947789526,-1.52743825920229,0.128186023396009,0
"SMB",0.0304098402565429,0.0120182928215415,2.53029616669321,0.0121443271376752,0
"HML_Std",-0.0111274863875134,0.0178182585348995,-0.624499098254675,0.532990900174103,0
