"term","estimate","se","t","p","lag_used"
"(Intercept)",0.000914998910183885,0.000317748284305827,2.87963446343338,0.00440192839207739,3
"RiskPremium",-0.0120310837968436,0.00454000110397072,-2.65001781306201,0.00867349413491294,3
"SMB",0.0315894360456934,0.008797412391173,3.5907644931354,0.000412213218656903,3
"HML_Std",-0.02229050580945,0.00969793586799397,-2.29847939941686,0.0225378033894713,3
