"n","same_raw_share","same_adj_share","same_delta_share","same_k_share","mean_abs_diff_raw","mean_abs_diff_adj","mean_abs_diff_delta","mean_abs_diff_k"
622632,0.0866001104986573,0.0866097470094695,0.0999177684410695,0.0999177684410695,0.0821455402788949,0.0976732102219572,0.0152819380050296,0.0152819380050296
