"Weight","SizeGrp","Delta_mean","Delta_t","BMRaw_mean","BMRaw_t"
"WLS","Small",0.0528776829782276,3.62938368718604,0.00401242880502279,1.21888566706383
"WLS","Big",0.0120991313044162,0.980135100309381,0.00123512783644951,0.400038529640355
"OLS","Small",0.0573144977815485,4.14206754059326,0.00384136955094482,1.29600457723541
"OLS","Big",0.0366061238821358,2.26080661361943,0.000649217974137948,0.187964045946696
