"term","estimate","se","t","p","lag_used"
"(Intercept)",0.000722469288810101,0.000410452081575633,1.760179375962,0.0798614952514067,7
"RiskPremium",-0.00615905762431075,0.00546636262651105,-1.12671954737145,0.261171852691563,7
"SMB",0.00626760147720799,0.0128102152373758,0.489265899211535,0.625174003959712,7
"HML_Std",-0.00997758499400574,0.0162935117557388,-0.612365531972657,0.540971292487764,7
